Date,Flow,Code
22/05/1974,47.8068,30
23/05/1974,49.0495,30
24/05/1974,47.3472,30
25/05/1974,45.8888,30
26/05/1974,43.677,30
27/05/1974,39.9322,30
28/05/1974,37.699,30
29/05/1974,36.0136,30
30/05/1974,34.4416,30
31/05/1974,32.8889,30
1/06/1974,31.5533,30
2/06/1974,30.296,30
3/06/1974,29.1265,30
4/06/1974,30.4719,30
5/06/1974,30.3802,30
6/06/1974,28.9032,30
7/06/1974,28.5273,30
8/06/1974,28.0099,30
9/06/1974,27.6176,30
10/06/1974,26.7092,30
11/06/1974,26.1908,30
12/06/1974,26.5295,30
13/06/1974,26,30
14/06/1974,25.568,30
15/06/1974,25.3175,30
16/06/1974,24.7476,30
17/06/1974,24.2594,30
18/06/1974,24.0685,30
19/06/1974,23.9421,30
20/06/1974,23.5994,30
21/06/1974,23.7527,30
22/06/1974,23.7179,30
23/06/1974,23.1287,30
24/06/1974,22.9914,30
25/06/1974,23.2259,30
26/06/1974,23.5339,30
27/06/1974,23.2957,30
28/06/1974,23.073,30
29/06/1974,25.0768,30
30/06/1974,24.8815,30
1/07/1974,26.5743,30
2/07/1974,27.9067,30
3/07/1974,30.0481,30
4/07/1974,26.5764,30
5/07/1974,29.221,30
6/07/1974,34.2625,30
7/07/1974,41.1384,30
8/07/1974,62.524,30
9/07/1974,162.105,30
10/07/1974,92.2628,30
11/07/1974,56.9634,30
12/07/1974,45.8248,30
13/07/1974,41.7609,30
14/07/1974,41.748,30
15/07/1974,37.2918,30
16/07/1974,110.5743,30
17/07/1974,119.249,30
18/07/1974,62.8336,30
19/07/1974,1351.6319,15
20/07/1974,415.3359,15
21/07/1974,139.9432,30
22/07/1974,167.1985,30
23/07/1974,97.9085,30
24/07/1974,67.0031,30
25/07/1974,51.2045,30
26/07/1974,43.4753,30
27/07/1974,117.0018,30
28/07/1974,102.041,30
29/07/1974,67.1729,30
30/07/1974,78.8521,30
31/07/1974,1634.1098,15
1/08/1974,348.1975,15
2/08/1974,113.1054,30
3/08/1974,73.7385,30
4/08/1974,194.0216,15
5/08/1974,516.4737,15
6/08/1974,227.8645,30
7/08/1974,112.0089,30
8/08/1974,83.3399,30
9/08/1974,67.9564,30
10/08/1974,65.7708,30
11/08/1974,60.3224,30
12/08/1974,54.6386,30
13/08/1974,49.4631,30
14/08/1974,46.0942,30
15/08/1974,52.6988,30
16/08/1974,108.0535,30
17/08/1974,90.0127,30
18/08/1974,65.2982,30
19/08/1974,52.7841,30
20/08/1974,48.9456,30
21/08/1974,47.1825,30
22/08/1974,44.9448,30
23/08/1974,43.3215,30
24/08/1974,41.5025,30
25/08/1974,40.3751,30
26/08/1974,38.9539,30
27/08/1974,37.9803,30
28/08/1974,37.5437,30
29/08/1974,37.334,30
30/08/1974,37.2413,30
31/08/1974,37.1933,30
1/09/1974,38.9274,30
2/09/1974,39.7422,30
3/09/1974,38.3746,30
4/09/1974,39.491,30
5/09/1974,41.3205,30
6/09/1974,40.3511,30
7/09/1974,43.6195,30
8/09/1974,39.3252,30
9/09/1974,35.616,30
10/09/1974,33.2932,30
11/09/1974,32.2466,30
12/09/1974,30.9183,30
13/09/1974,29.9526,30
14/09/1974,30.9235,30
15/09/1974,36.1354,30
16/09/1974,34.5619,30
17/09/1974,33.3486,30
18/09/1974,32.5885,30
19/09/1974,30.2856,30
20/09/1974,32.4503,30
21/09/1974,35.177,30
22/09/1974,33.3608,30
23/09/1974,33.3468,30
24/09/1974,35.3585,30
25/09/1974,42.3555,30
26/09/1974,49.8694,30
27/09/1974,37.809,30
28/09/1974,31.7313,30
29/09/1974,36.3779,30
30/09/1974,34.5621,30
1/10/1974,30.1735,30
2/10/1974,30.2153,30
3/10/1974,28.8882,30
4/10/1974,39.2745,30
5/10/1974,67.454,30
6/10/1974,175.4425,30
7/10/1974,131.7299,30
8/10/1974,74.9459,30
9/10/1974,51.4688,30
10/10/1974,40.596,30
11/10/1974,35.7597,30
12/10/1974,30.3554,30
13/10/1974,28.0488,30
14/10/1974,26.3558,30
15/10/1974,25.1074,30
16/10/1974,25.1605,30
17/10/1974,34.4104,30
18/10/1974,86.3416,30
19/10/1974,93.4643,30
20/10/1974,96.174,30
21/10/1974,53.6285,30
22/10/1974,38.3289,30
23/10/1974,33.1576,30
24/10/1974,30.121,30
25/10/1974,29.8972,30
26/10/1974,36.2275,30
27/10/1974,44.5514,30
28/10/1974,36.3551,30
29/10/1974,29.8829,30
30/10/1974,26.5604,30
31/10/1974,24.507,30
1/11/1974,23.5199,30
2/11/1974,22.9564,30
3/11/1974,22.9414,30
4/11/1974,23.0302,30
5/11/1974,22.6767,30
6/11/1974,22.237,30
7/11/1974,22.0202,30
8/11/1974,21.7181,30
9/11/1974,22.1593,30
10/11/1974,22.113,30
11/11/1974,22.488,30
12/11/1974,22.0473,30
13/11/1974,21.4913,30
14/11/1974,26.8523,30
15/11/1974,27.8764,30
16/11/1974,26.382,30
17/11/1974,25.9955,30
18/11/1974,24.9317,30
19/11/1974,23.6695,30
20/11/1974,22.9358,30
21/11/1974,22.8732,30
22/11/1974,22.4044,30
23/11/1974,20.5776,30
24/11/1974,19.0879,30
25/11/1974,18.5994,30
26/11/1974,17.6791,30
27/11/1974,18.5833,30
28/11/1974,18.747,30
29/11/1974,18.6937,30
30/11/1974,16.8664,30
1/12/1974,16.6291,30
2/12/1974,15.9972,30
3/12/1974,14.7405,30
4/12/1974,14.679,30
5/12/1974,13.7178,30
6/12/1974,13.0525,30
7/12/1974,11.8132,30
8/12/1974,10.7981,30
9/12/1974,11.0002,30
10/12/1974,11.0643,30
11/12/1974,11.9389,30
12/12/1974,11.7941,30
13/12/1974,11.7212,30
14/12/1974,11.7983,30
15/12/1974,11.2731,30
16/12/1974,10.386,30
17/12/1974,11.2026,30
18/12/1974,10.8766,30
19/12/1974,10.2927,30
20/12/1974,9.8417,30
21/12/1974,9.7736,30
22/12/1974,9.6998,30
23/12/1974,9.5708,30
24/12/1974,8.955,30
25/12/1974,8.842,30
26/12/1974,9.3326,30
27/12/1974,10.1487,30
28/12/1974,9.5994,30
29/12/1974,9.2405,30
30/12/1974,9.2929,30
31/12/1974,9.3976,30
1/01/1975,9.6395,30
2/01/1975,9.1968,30
3/01/1975,8.5347,30
4/01/1975,8.4107,30
5/01/1975,7.7165,30
6/01/1975,8.0291,30
7/01/1975,8.2034,30
8/01/1975,8.4441,30
9/01/1975,8.4134,30
10/01/1975,8.214,30
11/01/1975,8.2137,30
12/01/1975,8.5136,30
13/01/1975,9.0367,30
14/01/1975,9.0741,30
15/01/1975,8.9824,30
16/01/1975,8.6568,30
17/01/1975,8.4556,30
18/01/1975,8.1237,30
19/01/1975,7.933,30
20/01/1975,8.195,30
21/01/1975,7.8745,30
22/01/1975,7.9009,30
23/01/1975,7.688,30
24/01/1975,7.76,30
25/01/1975,7.6817,30
26/01/1975,8.5149,30
27/01/1975,9.3536,30
28/01/1975,8.8663,30
29/01/1975,8.297,30
30/01/1975,7.7145,30
31/01/1975,7.2979,30
1/02/1975,7.5915,30
2/02/1975,7.1055,30
3/02/1975,6.642,30
4/02/1975,6.3498,30
5/02/1975,6.1954,30
6/02/1975,6.1396,30
7/02/1975,6.1536,30
8/02/1975,6.0396,30
9/02/1975,6.5257,30
10/02/1975,6.9014,30
11/02/1975,7.453,30
12/02/1975,7.9028,30
13/02/1975,8.091,30
14/02/1975,8.1518,30
15/02/1975,8.2198,30
16/02/1975,8.0825,30
17/02/1975,7.7678,30
18/02/1975,6.9964,30
19/02/1975,6.9136,30
20/02/1975,6.878,30
21/02/1975,7.2958,30
22/02/1975,7.8615,30
23/02/1975,8.3452,30
24/02/1975,8.7224,30
25/02/1975,8.3895,30
26/02/1975,7.7826,30
27/02/1975,7.5556,30
28/02/1975,7.95,30
1/03/1975,8.2332,30
2/03/1975,8.0497,30
3/03/1975,7.7009,30
4/03/1975,7.4445,30
5/03/1975,7.7085,30
6/03/1975,7.7915,30
7/03/1975,8.0529,30
8/03/1975,8.0016,30
9/03/1975,7.8529,30
10/03/1975,7.8572,30
11/03/1975,8.1017,30
12/03/1975,8.1584,30
13/03/1975,8.2655,30
14/03/1975,8.2133,30
15/03/1975,8.2081,30
16/03/1975,8.2081,30
17/03/1975,8.3048,30
18/03/1975,8.6914,30
19/03/1975,8.9646,30
20/03/1975,9.24,30
21/03/1975,9.962,30
22/03/1975,10.0665,30
23/03/1975,9.8806,30
24/03/1975,9.8964,30
25/03/1975,10.3651,30
26/03/1975,10.1254,30
27/03/1975,9.8281,30
28/03/1975,9.4725,30
29/03/1975,9.2288,30
30/03/1975,9.5052,30
31/03/1975,9.5717,30
1/04/1975,10.2257,30
2/04/1975,11.0508,30
3/04/1975,10.5596,30
4/04/1975,10.1102,30
5/04/1975,9.7605,30
6/04/1975,10.0747,30
7/04/1975,10.7721,30
8/04/1975,10.6055,30
9/04/1975,10.4647,30
10/04/1975,10.3236,30
11/04/1975,9.8843,30
12/04/1975,9.8313,30
13/04/1975,9.787,30
14/04/1975,9.8445,30
15/04/1975,9.8883,30
16/04/1975,9.9555,30
17/04/1975,9.7038,30
18/04/1975,9.3482,30
19/04/1975,9.2008,30
20/04/1975,9.6356,30
21/04/1975,9.9382,30
22/04/1975,10.2983,30
23/04/1975,10.4895,30
24/04/1975,10.6195,30
25/04/1975,10.6273,30
26/04/1975,10.6482,30
27/04/1975,10.7722,30
28/04/1975,10.8961,30
29/04/1975,10.7028,30
30/04/1975,10.7087,30
1/05/1975,11.7187,30
2/05/1975,11.8369,30
3/05/1975,11.8422,30
4/05/1975,11.8423,30
5/05/1975,11.7229,30
6/05/1975,11.6451,30
7/05/1975,11.6082,30
8/05/1975,11.6341,30
9/05/1975,12.4922,30
10/05/1975,12.3099,30
11/05/1975,12.2134,30
12/05/1975,11.3656,30
13/05/1975,11.5648,30
14/05/1975,11.7823,30
15/05/1975,12.3894,30
16/05/1975,12.445,30
17/05/1975,13.0743,30
18/05/1975,12.6844,30
19/05/1975,12.337,30
20/05/1975,11.8381,30
21/05/1975,11.3778,30
22/05/1975,11.1218,30
23/05/1975,10.8505,30
24/05/1975,10.517,30
25/05/1975,11.0381,30
26/05/1975,12.3447,30
27/05/1975,12.5142,30
28/05/1975,12.109,30
29/05/1975,11.7207,30
30/05/1975,11.3182,30
31/05/1975,11.189,30
1/06/1975,11.1885,30
2/06/1975,11.2776,30
3/06/1975,11.3164,30
4/06/1975,11.2321,30
5/06/1975,11.321,30
6/06/1975,11.1832,30
7/06/1975,10.9729,30
8/06/1975,10.9729,30
9/06/1975,11.0619,30
10/06/1975,11.1904,30
11/06/1975,11.2321,30
12/06/1975,11.3369,30
13/06/1975,11.3544,30
14/06/1975,11.1865,30
15/06/1975,11.2817,30
16/06/1975,11.4507,30
17/06/1975,11.4453,30
18/06/1975,11.5431,30
19/06/1975,11.7563,30
20/06/1975,11.8369,30
21/06/1975,11.8369,30
22/06/1975,11.8834,30
23/06/1975,12.0166,30
24/06/1975,12.1428,30
25/06/1975,12.0393,30
26/06/1975,11.3335,30
27/06/1975,11.4045,30
28/06/1975,11.566,30
29/06/1975,11.4426,30
30/06/1975,11.454,30
1/07/1975,11.5895,30
2/07/1975,11.6635,30
3/07/1975,11.5165,30
4/07/1975,11.3065,30
5/07/1975,11.4462,30
6/07/1975,11.9146,30
7/07/1975,12.7552,30
8/07/1975,13.5956,30
9/07/1975,13.105,30
10/07/1975,12.8979,30
11/07/1975,12.5388,30
12/07/1975,12.4475,30
13/07/1975,14.6171,30
14/07/1975,15.3227,30
15/07/1975,15.6088,30
16/07/1975,15.0612,30
17/07/1975,14.3471,30
18/07/1975,13.7727,30
19/07/1975,14.0612,30
20/07/1975,14.6935,30
21/07/1975,13.6198,30
22/07/1975,13.0984,30
23/07/1975,12.6064,30
24/07/1975,12.4038,30
25/07/1975,12.4665,30
26/07/1975,12.6111,30
27/07/1975,12.4743,30
28/07/1975,12.2595,30
29/07/1975,11.5644,30
30/07/1975,11.2256,30
31/07/1975,11.2824,30
1/08/1975,11.7078,30
2/08/1975,13.0071,30
3/08/1975,12.984,30
4/08/1975,14.1661,30
5/08/1975,14.0286,30
6/08/1975,13.4186,30
7/08/1975,13.2336,30
8/08/1975,12.8653,30
9/08/1975,12.4067,30
10/08/1975,12.0806,30
11/08/1975,12.1131,30
12/08/1975,12.7763,30
13/08/1975,13.5521,30
14/08/1975,13.2992,30
15/08/1975,12.761,30
16/08/1975,12.3111,30
17/08/1975,12.139,30
18/08/1975,12.0744,30
19/08/1975,11.5318,30
20/08/1975,11.0906,30
21/08/1975,11.8757,30
22/08/1975,13.0235,30
23/08/1975,12.7969,30
24/08/1975,12.3444,30
25/08/1975,12.0175,30
26/08/1975,10.9967,30
27/08/1975,10.7578,30
28/08/1975,11.6192,30
29/08/1975,11.4686,30
30/08/1975,10.989,30
31/08/1975,10.7794,30
1/09/1975,10.8843,30
2/09/1975,14.392,30
3/09/1975,13.7636,30
4/09/1975,15.2667,30
5/09/1975,14.7074,30
6/09/1975,13.4528,30
7/09/1975,12.7792,30
8/09/1975,12.3714,30
9/09/1975,11.9833,30
10/09/1975,10.9675,30
11/09/1975,10.5631,30
12/09/1975,10.3019,30
13/09/1975,10.7197,30
14/09/1975,11.6886,30
15/09/1975,11.7055,30
16/09/1975,12.532,30
17/09/1975,16.1205,30
18/09/1975,14.9452,30
19/09/1975,12.8338,30
20/09/1975,11.9521,30
21/09/1975,12.1248,30
22/09/1975,13.1611,30
23/09/1975,12.1147,30
24/09/1975,11.9355,30
25/09/1975,12.3576,30
26/09/1975,11.6458,30
27/09/1975,11.1665,30
28/09/1975,10.8137,30
29/09/1975,10.7384,30
30/09/1975,11.526,30
1/10/1975,14.8993,30
2/10/1975,13.7781,30
3/10/1975,12.2018,30
4/10/1975,11.8253,30
5/10/1975,11.5309,30
6/10/1975,11.1065,30
7/10/1975,10.4845,30
8/10/1975,10.7004,30
9/10/1975,13.3947,30
10/10/1975,13.3074,30
11/10/1975,12.0533,30
12/10/1975,11.2204,30
13/10/1975,10.603,30
14/10/1975,10.5949,30
15/10/1975,10.5729,30
16/10/1975,10.3605,30
17/10/1975,10.3288,30
18/10/1975,10.6601,30
19/10/1975,13.6256,30
20/10/1975,15.384,30
21/10/1975,15.8294,30
22/10/1975,14.7151,30
23/10/1975,12.9971,30
24/10/1975,15.1922,30
25/10/1975,22.501,30
26/10/1975,39.6965,30
27/10/1975,78.1015,30
28/10/1975,47.0058,30
29/10/1975,31.4887,30
30/10/1975,20.7125,30
31/10/1975,16.9516,30
1/11/1975,16.3694,30
2/11/1975,16.1106,30
3/11/1975,14.4772,30
4/11/1975,13.4544,30
5/11/1975,13.1769,30
6/11/1975,12.7478,30
7/11/1975,12.3873,30
8/11/1975,12.136,30
9/11/1975,11.7261,30
10/11/1975,11.3126,30
11/11/1975,11.2315,30
12/11/1975,10.9054,30
13/11/1975,10.4383,30
14/11/1975,9.9934,30
15/11/1975,9.6199,30
16/11/1975,9.7315,30
17/11/1975,9.8736,30
18/11/1975,9.6466,30
19/11/1975,8.5944,30
20/11/1975,7.3478,30
21/11/1975,7.8789,30
22/11/1975,8.42,30
23/11/1975,9.2403,30
24/11/1975,9.9702,30
25/11/1975,8.7239,30
26/11/1975,7.6992,30
27/11/1975,7.423,30
28/11/1975,7.1937,30
29/11/1975,6.7506,30
30/11/1975,6.0963,30
1/12/1975,5.6613,30
2/12/1975,5.7033,30
3/12/1975,7.8148,30
4/12/1975,12.3239,30
5/12/1975,9.1224,30
6/12/1975,8.63,30
7/12/1975,8.1487,30
8/12/1975,7.6274,30
9/12/1975,7.1096,30
10/12/1975,6.8544,30
11/12/1975,6.6047,30
12/12/1975,6.3693,30
13/12/1975,6.8116,30
14/12/1975,10.6516,30
15/12/1975,11.8648,30
16/12/1975,10.127,30
17/12/1975,9.0525,30
18/12/1975,8.2817,30
19/12/1975,7.9848,30
20/12/1975,8.0354,30
21/12/1975,7.9486,30
22/12/1975,7.7449,30
23/12/1975,7.5116,30
24/12/1975,7.1391,30
25/12/1975,6.82,30
26/12/1975,6.5123,30
27/12/1975,6.5122,30
28/12/1975,6.7458,30
29/12/1975,7.9916,30
30/12/1975,8.7072,30
31/12/1975,8.1101,30
1/01/1976,7.4597,30
2/01/1976,6.8989,30
3/01/1976,6.505,30
4/01/1976,6.2679,30
5/01/1976,5.9309,30
6/01/1976,6.0971,30
7/01/1976,6.4569,30
8/01/1976,6.442,30
9/01/1976,6.2708,30
10/01/1976,6.1626,30
11/01/1976,6.208,30
12/01/1976,6.5417,30
13/01/1976,6.9429,30
14/01/1976,6.6454,30
15/01/1976,6.2805,30
16/01/1976,5.982,30
17/01/1976,6.1305,30
18/01/1976,6.1869,30
19/01/1976,5.3097,30
20/01/1976,5.016,30
21/01/1976,4.8883,30
22/01/1976,4.9555,30
23/01/1976,4.9441,30
24/01/1976,4.8695,30
25/01/1976,4.9771,30
26/01/1976,5.0514,30
27/01/1976,5.547,30
28/01/1976,5.7675,30
29/01/1976,5.7888,30
30/01/1976,5.7811,30
31/01/1976,5.6221,30
1/02/1976,5.6239,30
2/02/1976,5.8916,30
3/02/1976,5.7587,30
4/02/1976,5.6701,30
5/02/1976,5.2873,30
6/02/1976,4.8592,30
7/02/1976,4.9077,30
8/02/1976,5.0189,30
9/02/1976,6.4447,30
10/02/1976,8.9538,30
11/02/1976,9.0142,30
12/02/1976,7.9062,30
13/02/1976,7.3917,30
14/02/1976,6.8888,30
15/02/1976,6.6029,30
16/02/1976,6.5002,30
17/02/1976,6.3545,30
18/02/1976,6.2492,30
19/02/1976,6.3281,30
20/02/1976,6.4429,30
21/02/1976,6.5302,30
22/02/1976,6.4099,30
23/02/1976,6.198,30
24/02/1976,5.6707,30
25/02/1976,5.3616,30
26/02/1976,5.7577,30
27/02/1976,6.1039,30
28/02/1976,6.3443,30
29/02/1976,6.403,30
1/03/1976,6.8875,30
2/03/1976,7.2769,30
3/03/1976,7.1751,30
4/03/1976,6.7584,30
5/03/1976,6.7645,30
6/03/1976,6.7869,30
7/03/1976,6.8302,30
8/03/1976,6.8551,30
9/03/1976,6.7778,30
10/03/1976,6.6047,30
11/03/1976,6.5657,30
12/03/1976,6.4265,30
13/03/1976,6.3545,30
14/03/1976,6.4436,30
15/03/1976,6.4819,30
16/03/1976,6.5674,30
17/03/1976,6.5664,30
18/03/1976,6.5677,30
19/03/1976,6.6076,30
20/03/1976,6.5146,30
21/03/1976,6.4818,30
22/03/1976,6.6867,30
23/03/1976,6.8273,30
24/03/1976,6.9828,30
25/03/1976,7.0334,30
26/03/1976,7.1038,30
27/03/1976,7.1177,30
28/03/1976,7.0832,30
29/03/1976,6.9775,30
30/03/1976,6.9666,30
31/03/1976,7.0527,30
1/04/1976,7.083,30
2/04/1976,6.9696,30
3/04/1976,6.9719,30
4/04/1976,7.0598,30
5/04/1976,7.311,30
6/04/1976,7.3748,30
7/04/1976,7.401,30
8/04/1976,7.4428,30
9/04/1976,7.6899,30
10/04/1976,7.8624,30
11/04/1976,7.8625,30
12/04/1976,7.9479,30
13/04/1976,8.3895,30
14/04/1976,8.227,30
15/04/1976,8.0784,30
16/04/1976,8.0043,30
17/04/1976,7.7185,30
18/04/1976,7.5989,30
19/04/1976,7.9071,30
20/04/1976,7.8339,30
21/04/1976,8.015,30
22/04/1976,8.1225,30
23/04/1976,8.2045,30
24/04/1976,8.2081,30
25/04/1976,8.2546,30
26/04/1976,8.2004,30
27/04/1976,8.2156,30
28/04/1976,8.2945,30
29/04/1976,8.3416,30
30/04/1976,8.4757,30
1/05/1976,8.6011,30
2/05/1976,8.5923,30
3/05/1976,8.4574,30
4/05/1976,8.3325,30
5/05/1976,8.3434,30
6/05/1976,8.3809,30
7/05/1976,8.4241,30
8/05/1976,8.4705,30
9/05/1976,8.547,30
10/05/1976,8.6426,30
11/05/1976,8.6385,30
12/05/1976,8.7688,30
13/05/1976,8.7282,30
14/05/1976,8.6401,30
15/05/1976,8.6829,30
16/05/1976,8.7265,30
17/05/1976,8.6391,30
18/05/1976,8.7756,30
19/05/1976,8.9857,30
20/05/1976,8.9856,30
21/05/1976,8.9089,30
22/05/1976,8.9294,30
23/05/1976,9.0722,30
24/05/1976,9.254,30
25/05/1976,9.4633,30
26/05/1976,9.4581,30
27/05/1976,9.4638,30
28/05/1976,9.5041,30
29/05/1976,9.504,30
30/05/1976,9.4579,30
31/05/1976,9.324,30
1/06/1976,9.1508,30
2/06/1976,9.2606,30
3/06/1976,9.7504,30
4/06/1976,9.9644,30
5/06/1976,9.8605,30
6/06/1976,9.7567,30
7/06/1976,9.6529,30
8/06/1976,9.5499,30
9/06/1976,9.6514,30
10/06/1976,9.7636,30
11/06/1976,9.8127,30
12/06/1976,9.75,30
13/06/1976,9.7273,30
14/06/1976,9.8134,30
15/06/1976,9.8502,30
16/06/1976,9.9505,30
17/06/1976,10.024,30
18/06/1976,10.2259,30
19/06/1976,10.3671,30
20/06/1976,10.2928,30
21/06/1976,10.3854,30
22/06/1976,10.4018,30
23/06/1976,10.3681,30
24/06/1976,10.4108,30
25/06/1976,10.5398,30
26/06/1976,10.5421,30
27/06/1976,10.2838,30
28/06/1976,10.1951,30
29/06/1976,10.4977,30
30/06/1976,10.802,30
1/07/1976,10.7526,30
2/07/1976,10.6272,30
3/07/1976,10.4938,30
4/07/1976,10.6593,30
5/07/1976,11.1052,30
6/07/1976,11.0538,30
7/07/1976,10.7613,30
8/07/1976,10.5003,30
9/07/1976,10.3681,30
10/07/1976,10.3681,30
11/07/1976,10.4142,30
12/07/1976,10.5461,30
13/07/1976,10.673,30
14/07/1976,10.7136,30
15/07/1976,10.6674,30
16/07/1976,10.6273,30
17/07/1976,10.6274,30
18/07/1976,10.6752,30
19/07/1976,10.7137,30
20/07/1976,10.7135,30
21/07/1976,10.6667,30
22/07/1976,10.7853,30
23/07/1976,10.7851,30
24/07/1976,10.8031,30
25/07/1976,10.7137,30
26/07/1976,10.6717,30
27/07/1976,10.5426,30
28/07/1976,10.3699,30
29/07/1976,10.7797,30
30/07/1976,11.027,30
31/07/1976,10.5904,30
1/08/1976,10.3744,30
2/08/1976,10.8166,30
3/08/1976,11.0791,30
4/08/1976,10.604,30
5/08/1976,10.5026,30
6/08/1976,10.3656,30
7/08/1976,10.2817,30
8/08/1976,10.2816,30
9/08/1976,10.1897,30
10/08/1976,9.9693,30
11/08/1976,9.9899,30
12/08/1976,10.1088,30
13/08/1976,10.0616,30
14/08/1976,10.0222,30
15/08/1976,9.9269,30
16/08/1976,9.8006,30
17/08/1976,9.4287,30
18/08/1976,9.1593,30
19/08/1976,9.2148,30
20/08/1976,9.2691,30
21/08/1976,9.0721,30
22/08/1976,9.024,30
23/08/1976,8.8359,30
24/08/1976,9.1192,30
25/08/1976,10.0972,30
26/08/1976,10.0175,30
27/08/1976,9.7201,30
28/08/1976,9.6656,30
29/08/1976,9.5147,30
30/08/1976,9.2911,30
31/08/1976,9.0748,30
1/09/1976,8.9857,30
2/09/1976,8.9857,30
3/09/1976,8.9857,30
4/09/1976,8.9857,30
5/09/1976,8.9857,30
6/09/1976,9.5778,30
7/09/1976,10.4772,30
8/09/1976,11.3765,30
9/09/1976,10.874,30
10/09/1976,10.7496,30
11/09/1976,11.675,30
12/09/1976,11.1714,30
13/09/1976,10.6627,30
14/09/1976,10.14,30
15/09/1976,9.8048,30
16/09/1976,9.6293,30
17/09/1976,9.4594,30
18/09/1976,9.553,30
19/09/1976,9.677,30
20/09/1976,9.7695,30
21/09/1976,10.2943,30
22/09/1976,10.3986,30
23/09/1976,10.4986,30
24/09/1976,10.1725,30
25/09/1976,10.612,30
26/09/1976,10.5666,30
27/09/1976,10.708,30
28/09/1976,10.3674,30
29/09/1976,10.0771,30
30/09/1976,10.4418,30
1/10/1976,10.3384,30
2/10/1976,10.2266,30
3/10/1976,11.1182,30
