Date,A4260536
4/10/1974,67.456
5/10/1974,175.44861
6/10/1974,131.71882
7/10/1974,74.94798
8/10/1974,51.47436
9/10/1974,40.62458
10/10/1974,35.74363
11/10/1974,30.34912
12/10/1974,28.072
13/10/1974,26.36444
14/10/1974,25.09809
15/10/1974,25.1693
16/10/1974,34.40921
17/10/1974,86.33914
18/10/1974,93.47439
19/10/1974,96.16224
20/10/1974,53.61653
21/10/1974,38.3372
22/10/1974,33.12311
23/10/1974,30.10674
24/10/1974,29.90016
25/10/1974,36.22088
26/10/1974,44.54452
27/10/1974,36.34144
28/10/1974,29.87861
29/10/1974,26.57766
30/10/1974,24.49244
31/10/1974,23.50673
1/11/1974,22.96427
2/11/1974,22.94392
3/11/1974,23.05124
4/11/1974,22.69525
5/11/1974,22.23261
6/11/1974,22.00265
7/11/1974,21.71304
8/11/1974,22.17084
9/11/1974,22.12116
10/11/1974,22.49799
11/11/1974,22.0439
12/11/1974,21.49405
13/11/1974,26.85302
14/11/1974,27.88569
15/11/1974,26.38659
16/11/1974,26.01
17/11/1974,24.9313
18/11/1974,23.67136
19/11/1974,22.94199
20/11/1974,22.88055
21/11/1974,22.41817
22/11/1974,20.58629
23/11/1974,19.08263
24/11/1974,18.58365
25/11/1974,17.65493
26/11/1974,18.57017
27/11/1974,18.73745
28/11/1974,18.67571
29/11/1974,16.8593
30/11/1974,16.62449
1/12/1974,16.00306
2/12/1974,14.73264
3/12/1974,14.67921
4/12/1974,13.71046
5/12/1974,13.04939
6/12/1974,11.83032
7/12/1974,10.83283
8/12/1974,11.00759
9/12/1974,11.07238
10/12/1974,11.92708
11/12/1974,11.77476
12/12/1974,11.72332
13/12/1974,11.79563
14/12/1974,11.26756
15/12/1974,10.39
16/12/1974,11.22278
17/12/1974,10.90291
18/12/1974,10.30026
19/12/1974,9.84487
20/12/1974,9.77357
21/12/1974,9.70182
22/12/1974,9.56916
23/12/1974,8.94431
24/12/1974,8.8196
25/12/1974,9.34375
26/12/1974,10.1325
27/12/1974,9.61053
28/12/1974,9.23134
29/12/1974,9.31734
30/12/1974,9.4106
31/12/1974,9.62462
1/01/1975,9.19635
2/01/1975,8.50835
3/01/1975,8.40585
4/01/1975,7.70738
5/01/1975,8.0264
6/01/1975,8.21126
7/01/1975,8.43021
8/01/1975,8.41633
9/01/1975,8.22142
10/01/1975,8.2179
11/01/1975,8.49375
12/01/1975,9.04109
13/01/1975,9.07306
14/01/1975,8.98675
15/01/1975,8.64395
16/01/1975,8.45134
17/01/1975,8.11081
18/01/1975,7.93961
19/01/1975,8.18649
20/01/1975,7.87008
21/01/1975,7.92335
22/01/1975,7.69845
23/01/1975,7.77617
24/01/1975,7.68677
25/01/1975,8.5132
26/01/1975,9.34923
27/01/1975,8.86407
28/01/1975,8.29432
29/01/1975,7.70788
30/01/1975,7.30011
31/01/1975,7.58211
1/02/1975,7.11257
2/02/1975,6.6399
3/02/1975,6.33698
4/02/1975,6.18034
5/02/1975,6.12518
6/02/1975,6.13882
7/02/1975,6.02766
8/02/1975,6.51322
9/02/1975,6.89798
10/02/1975,7.43415
11/02/1975,7.88748
12/02/1975,8.09053
13/02/1975,8.12495
14/02/1975,8.20231
15/02/1975,8.07819
16/02/1975,7.75361
17/02/1975,6.98486
18/02/1975,6.90146
19/02/1975,6.88908
20/02/1975,7.32304
21/02/1975,7.87338
22/02/1975,8.34626
23/02/1975,8.72809
24/02/1975,8.37061
25/02/1975,7.79522
26/02/1975,7.54211
27/02/1975,7.9737
28/02/1975,8.23659
1/03/1975,8.03765
2/03/1975,7.70307
3/03/1975,7.4159
4/03/1975,7.71663
5/03/1975,7.81077
6/03/1975,8.02931
7/03/1975,7.97956
8/03/1975,7.87837
9/03/1975,7.86695
10/03/1975,8.081
11/03/1975,8.14261
12/03/1975,8.2707
13/03/1975,8.20797
14/03/1975,8.20171
15/03/1975,8.20171
16/03/1975,8.29524
17/03/1975,8.66809
18/03/1975,8.92483
19/03/1975,9.21952
20/03/1975,9.96345
21/03/1975,10.06854
22/03/1975,9.88153
23/03/1975,9.89611
24/03/1975,10.37549
25/03/1975,10.13284
26/03/1975,9.8332
27/03/1975,9.47006
28/03/1975,9.24174
29/03/1975,9.52136
30/03/1975,9.58247
31/03/1975,10.23716
1/04/1975,11.0691
2/04/1975,10.56612
3/04/1975,10.10521
4/04/1975,9.75503
5/04/1975,10.09155
6/04/1975,10.76424
7/04/1975,10.60977
8/04/1975,10.50331
9/04/1975,10.36167
10/04/1975,9.91431
11/04/1975,9.85374
12/04/1975,9.79182
13/04/1975,9.87219
14/04/1975,9.90648
15/04/1975,9.94035
16/04/1975,9.69557
17/04/1975,9.34219
18/04/1975,9.22588
19/04/1975,9.62757
20/04/1975,9.94937
21/04/1975,10.28431
22/04/1975,10.51578
23/04/1975,10.61623
24/04/1975,10.62189
25/04/1975,10.65264
26/04/1975,10.80462
27/04/1975,10.92912
28/04/1975,10.7276
29/04/1975,10.71731
30/04/1975,11.68644
1/05/1975,11.79676
2/05/1975,11.80513
3/05/1975,11.84229
4/05/1975,11.71751
5/05/1975,11.64827
6/05/1975,11.59966
7/05/1975,11.63102
8/05/1975,12.49319
9/05/1975,12.3067
10/05/1975,12.19245
11/05/1975,11.37769
12/05/1975,11.57457
13/05/1975,11.78631
14/05/1975,12.3986
15/05/1975,12.4409
16/05/1975,13.07811
17/05/1975,12.6927
18/05/1975,12.36971
19/05/1975,11.84404
20/05/1975,11.36976
21/05/1975,11.12072
22/05/1975,10.8732
23/05/1975,10.51776
24/05/1975,11.04299
25/05/1975,12.35946
26/05/1975,12.49388
27/05/1975,12.10415
28/05/1975,11.73291
29/05/1975,11.33182
30/05/1975,11.20038
31/05/1975,11.19966
1/06/1975,11.26826
2/06/1975,11.32964
3/06/1975,11.26549
4/06/1975,11.3331
5/06/1975,11.19594
6/06/1975,11.00531
7/06/1975,11.00532
8/06/1975,11.07209
9/06/1975,11.20253
10/06/1975,11.26546
11/06/1975,11.37211
12/06/1975,11.38993
13/06/1975,11.19662
14/06/1975,11.27242
15/06/1975,11.46718
16/06/1975,11.45872
17/06/1975,11.53851
18/06/1975,11.73414
19/06/1975,11.79676
20/06/1975,11.79686
21/06/1975,11.86942
22/06/1975,12.00542
23/06/1975,12.14216
24/06/1975,12.05417
25/06/1975,11.35583
26/06/1975,11.41494
27/06/1975,11.58672
28/06/1975,11.45476
29/06/1975,11.47184
30/06/1975,11.60499
1/07/1975,11.662
2/07/1975,11.51141
3/07/1975,11.32209
4/07/1975,11.44741
5/07/1975,11.89126
6/07/1975,12.75345
7/07/1975,13.60276
8/07/1975,13.11076
9/07/1975,12.90406
10/07/1975,12.53386
11/07/1975,12.46254
12/07/1975,14.6104
13/07/1975,15.33152
14/07/1975,15.63663
15/07/1975,15.07571
16/07/1975,14.36259
17/07/1975,13.79432
18/07/1975,14.06221
19/07/1975,14.70451
20/07/1975,13.60336
21/07/1975,13.07015
22/07/1975,12.59551
23/07/1975,12.41824
24/07/1975,12.48809
25/07/1975,12.61866
26/07/1975,12.47082
27/07/1975,12.26636
28/07/1975,11.58724
29/07/1975,11.21586
30/07/1975,11.28378
31/07/1975,11.70605
1/08/1975,12.99312
2/08/1975,12.96627
3/08/1975,14.18962
4/08/1975,14.0541
5/08/1975,13.42123
6/08/1975,13.24923
7/08/1975,12.89663
8/08/1975,12.44
9/08/1975,12.08884
10/08/1975,12.1102
11/08/1975,12.76818
12/08/1975,13.56185
13/08/1975,13.28561
14/08/1975,12.76614
15/08/1975,12.3084
16/08/1975,12.13595
17/08/1975,12.06859
18/08/1975,11.51441
19/08/1975,11.08484
20/08/1975,11.8759
21/08/1975,13.02481
22/08/1975,12.8103
23/08/1975,12.35524
24/08/1975,12.03254
25/08/1975,11.0173
26/08/1975,10.77255
27/08/1975,11.5953
28/08/1975,11.4631
29/08/1975,10.99841
30/08/1975,10.80837
31/08/1975,10.91054
1/09/1975,14.39555
2/09/1975,13.77326
3/09/1975,15.26008
4/09/1975,14.70956
5/09/1975,13.46002
6/09/1975,12.78465
7/09/1975,12.38873
8/09/1975,11.97493
9/09/1975,10.96673
10/09/1975,10.59117
11/09/1975,10.29482
12/09/1975,10.70908
13/09/1975,11.67081
14/09/1975,11.70343
15/09/1975,12.54387
16/09/1975,16.13785
17/09/1975,14.95299
18/09/1975,12.83726
19/09/1975,11.94463
20/09/1975,12.1369
21/09/1975,13.15777
22/09/1975,12.13749
23/09/1975,11.92725
24/09/1975,12.3691
25/09/1975,11.64766
26/09/1975,11.16992
27/09/1975,10.81656
28/09/1975,10.75631
29/09/1975,11.522
30/09/1975,14.91555
1/10/1975,13.79706
2/10/1975,12.20424
3/10/1975,11.81562
4/10/1975,11.53146
5/10/1975,11.10775
6/10/1975,10.49506
7/10/1975,10.70991
8/10/1975,13.39343
9/10/1975,13.32351
10/10/1975,12.0525
11/10/1975,11.22652
12/10/1975,10.62724
13/10/1975,10.63288
14/10/1975,10.61135
15/10/1975,10.36032
16/10/1975,10.31437
17/10/1975,10.66793
18/10/1975,13.63691
19/10/1975,15.39343
20/10/1975,15.8118
21/10/1975,14.718
22/10/1975,12.98863
23/10/1975,15.18204
24/10/1975,22.4919
25/10/1975,39.70494
26/10/1975,78.10264
27/10/1975,47.02945
28/10/1975,31.49532
29/10/1975,20.71671
30/10/1975,16.94352
31/10/1975,16.38071
1/11/1975,16.11414
2/11/1975,14.48681
3/11/1975,13.44797
4/11/1975,13.19042
5/11/1975,12.74568
6/11/1975,12.4023
7/11/1975,12.13153
8/11/1975,11.70857
9/11/1975,11.3267
10/11/1975,11.26488
11/11/1975,10.91759
12/11/1975,10.41671
13/11/1975,9.97512
14/11/1975,9.62692
15/11/1975,9.73738
16/11/1975,9.85339
17/11/1975,9.67201
18/11/1975,8.58098
19/11/1975,7.33942
20/11/1975,7.86305
21/11/1975,8.39903
22/11/1975,9.20881
23/11/1975,9.94606
24/11/1975,8.6798
25/11/1975,7.67229
26/11/1975,7.39957
27/11/1975,7.21318
28/11/1975,6.752
29/11/1975,6.0776
30/11/1975,5.65093
1/12/1975,5.70163
2/12/1975,7.80764
3/12/1975,12.32815
4/12/1975,9.13239
5/12/1975,8.62693
6/12/1975,8.12887
7/12/1975,7.60754
8/12/1975,7.10939
9/12/1975,6.86108
10/12/1975,6.59676
11/12/1975,6.3516
12/12/1975,6.79424
13/12/1975,10.64655
14/12/1975,11.8738
15/12/1975,10.11065
16/12/1975,9.05048
17/12/1975,8.27143
18/12/1975,7.9952
19/12/1975,8.01743
20/12/1975,7.96166
21/12/1975,7.75866
22/12/1975,7.49336
23/12/1975,7.14023
24/12/1975,6.8246
25/12/1975,6.50001
26/12/1975,6.49924
27/12/1975,6.74431
28/12/1975,7.97493
29/12/1975,8.69679
30/12/1975,8.11991
31/12/1975,7.45165
1/01/1976,6.91177
2/01/1976,6.4929
3/01/1976,6.24806
4/01/1976,5.91209
5/01/1976,6.07706
6/01/1976,6.44244
7/01/1976,6.42644
8/01/1976,6.2509
9/01/1976,6.14129
10/01/1976,6.18716
11/01/1976,6.53125
12/01/1976,6.95762
13/01/1976,6.64113
14/01/1976,6.26107
15/01/1976,5.96194
16/01/1976,6.1099
17/01/1976,6.1694
18/01/1976,5.31884
19/01/1976,4.98978
20/01/1976,4.86435
21/01/1976,4.97283
22/01/1976,4.9324
23/01/1976,4.85269
24/01/1976,4.99774
25/01/1976,5.02788
26/01/1976,5.52481
27/01/1976,5.75156
28/01/1976,5.77219
29/01/1976,5.76474
30/01/1976,5.60846
31/01/1976,5.60396
1/02/1976,5.87502
2/02/1976,5.74307
3/02/1976,5.65794
4/02/1976,5.26727
5/02/1976,4.83735
6/02/1976,4.87974
7/02/1976,4.98308
8/02/1976,6.441
9/02/1976,8.9423
10/02/1976,9.01887
11/02/1976,7.90584
12/02/1976,7.36215
13/02/1976,6.87568
14/02/1976,6.59392
15/02/1976,6.48658
16/02/1976,6.33634
17/02/1976,6.22876
18/02/1976,6.30927
19/02/1976,6.42723
20/02/1976,6.51778
21/02/1976,6.39369
22/02/1976,6.17723
23/02/1976,5.66412
24/02/1976,5.367
25/02/1976,5.74395
26/02/1976,6.08273
27/02/1976,6.32598
28/02/1976,6.38599
29/02/1976,6.90115
1/03/1976,7.26491
2/03/1976,7.1757
3/03/1976,6.76011
4/03/1976,6.7655
5/03/1976,6.78912
6/03/1976,6.83521
7/03/1976,6.86175
8/03/1976,6.77922
9/03/1976,6.59575
10/03/1976,6.55481
11/03/1976,6.41089
12/03/1976,6.33617
13/03/1976,6.42793
14/03/1976,6.46749
15/03/1976,6.5574
16/03/1976,6.55557
17/03/1976,6.55687
18/03/1976,6.59875
19/03/1976,6.50151
20/03/1976,6.4674
21/03/1976,6.68331
22/03/1976,6.83191
23/03/1976,7.00043
24/03/1976,7.05508
25/03/1976,7.13252
26/03/1976,7.1476
27/03/1976,7.10956
28/03/1976,6.99433
29/03/1976,6.98231
30/03/1976,7.07616
31/03/1976,7.10937
1/04/1976,6.98568
2/04/1976,6.98801
3/04/1976,7.08269
4/04/1976,7.29934
5/04/1976,7.33707
6/04/1976,7.36646
7/04/1976,7.41345
8/04/1976,7.69632
9/04/1976,7.89504
10/04/1976,7.89508
11/04/1976,7.94523
12/04/1976,8.36679
13/04/1976,8.22055
14/04/1976,8.04751
15/04/1976,8.00283
16/04/1976,7.72877
17/04/1976,7.5829
18/04/1976,7.88411
19/04/1976,7.86176
20/04/1976,8.00454
21/04/1976,8.09999
22/04/1976,8.19752
23/04/1976,8.20178
24/04/1976,8.25764
25/04/1976,8.19289
26/04/1976,8.21106
27/04/1976,8.30559
28/04/1976,8.3624
29/04/1976,8.46791
30/04/1976,8.57361
1/05/1976,8.56296
2/05/1976,8.45658
3/05/1976,8.3515
4/05/1976,8.36467
5/05/1976,8.41004
6/05/1976,8.43641
7/05/1976,8.46466
8/05/1976,8.5631
9/05/1976,8.62507
10/05/1976,8.61992
11/05/1976,8.78124
12/05/1976,8.73097
13/05/1976,8.62152
14/05/1976,8.67453
15/05/1976,8.72843
16/05/1976,8.62074
17/05/1976,8.73593
18/05/1976,8.94465
19/05/1976,8.94464
20/05/1976,8.89641
21/05/1976,8.93374
22/05/1976,9.05405
23/05/1976,9.23711
24/05/1976,9.46444
25/05/1976,9.45746
26/05/1976,9.46516
27/05/1976,9.52017
28/05/1976,9.52011
29/05/1976,9.45723
30/05/1976,9.33858
31/05/1976,9.15913
1/06/1976,9.24372
2/06/1976,9.73136
3/06/1976,9.94637
4/06/1976,9.84927
5/06/1976,9.75274
6/06/1976,9.65679
7/06/1976,9.56213
8/06/1976,9.65569
9/06/1976,9.75917
10/06/1976,9.82775
11/06/1976,9.74065
12/06/1976,9.70897
13/06/1976,9.8287
14/06/1976,9.87978
15/06/1976,9.9503
16/06/1976,10.00248
17/06/1976,10.21851
18/06/1976,10.36947
19/06/1976,10.26256
20/06/1976,10.3962
21/06/1976,10.41955
22/06/1976,10.37079
23/06/1976,10.43269
24/06/1976,10.5581
25/06/1976,10.5598
26/06/1976,10.31193
27/06/1976,10.18482
28/06/1976,10.49769
29/06/1976,10.8141
30/06/1976,10.74503
1/07/1976,10.62186
2/07/1976,10.49261
3/07/1976,10.67737
4/07/1976,11.13812
5/07/1976,11.06481
6/07/1976,10.75358
7/07/1976,10.49893
8/07/1976,10.37079
9/07/1976,10.37088
10/07/1976,10.43753
11/07/1976,10.56273
12/07/1976,10.68902
13/07/1976,10.74872
14/07/1976,10.68086
15/07/1976,10.62189
16/07/1976,10.62207
17/07/1976,10.69223
18/07/1976,10.74879
19/07/1976,10.74859
20/07/1976,10.67962
21/07/1976,10.7788
22/07/1976,10.80156
23/07/1976,10.81489
24/07/1976,10.74881
25/07/1976,10.68708
26/07/1976,10.56017
27/07/1976,10.3738
28/07/1976,10.7749
29/07/1976,11.01677
30/07/1976,10.59894
31/07/1976,10.39589
1/08/1976,10.84859
2/08/1976,11.11199
3/08/1976,10.61294
4/08/1976,10.52786
5/08/1976,10.36772
6/08/1976,10.2466
7/08/1976,10.24653
8/08/1976,10.18094
9/08/1976,9.9919
10/08/1976,10.01126
11/08/1976,10.12318
12/08/1976,10.05638
13/08/1976,10.00073
14/08/1976,9.9336
15/08/1976,9.81129
16/08/1976,9.43221
17/08/1976,9.17004
18/08/1976,9.24242
19/08/1976,9.25547
20/08/1976,9.05399
21/08/1976,8.99341
22/08/1976,8.81969
23/08/1976,9.12808
24/08/1976,10.07278
25/08/1976,10.02668
26/08/1976,9.69896
27/08/1976,9.62863
28/08/1976,9.49073
29/08/1976,9.28826
30/08/1976,9.06027
31/08/1976,8.94467
1/09/1976,8.94465
2/09/1976,8.94465
3/09/1976,8.94465
4/09/1976,8.94465
5/09/1976,9.56673
6/09/1976,10.49497
7/09/1976,11.3827
8/09/1976,10.88569
9/09/1976,10.75091
10/09/1976,11.67636
11/09/1976,11.18542
12/09/1976,10.67938
13/09/1976,10.17522
14/09/1976,9.81678
15/09/1976,9.63541
16/09/1976,9.45919
17/09/1976,9.52582
18/09/1976,9.63917
19/09/1976,9.76745
20/09/1976,10.29081
21/09/1976,10.41495
22/09/1976,10.49722
23/09/1976,10.17048
24/09/1976,10.60822
25/09/1976,10.58227
26/09/1976,10.71254
27/09/1976,10.38494
28/09/1976,10.08843
29/09/1976,10.44364
30/09/1976,10.34318
1/10/1976,10.23556
2/10/1976,11.13484
3/10/1976,13.49739
4/10/1976,135.90127
5/10/1976,55.72553
6/10/1976,32.8436
7/10/1976,24.61381
8/10/1976,20.05318
9/10/1976,17.43858
10/10/1976,15.65325
11/10/1976,15.07605
12/10/1976,15.13158
13/10/1976,22.24525
14/10/1976,25.54914
15/10/1976,19.05068
16/10/1976,16.81563
17/10/1976,18.76932
18/10/1976,18.36997
19/10/1976,15.99227
20/10/1976,15.09133
21/10/1976,14.93705
22/10/1976,14.2225
23/10/1976,13.80499
24/10/1976,13.60928
25/10/1976,13.7614
26/10/1976,13.87119
27/10/1976,13.62803
28/10/1976,13.11967
29/10/1976,12.59731
30/10/1976,12.3192
31/10/1976,12.28371
1/11/1976,12.60128
2/11/1976,13.7696
3/11/1976,14.52426
4/11/1976,14.26577
5/11/1976,13.63557
6/11/1976,13.40772
7/11/1976,12.82263
8/11/1976,12.28803
9/11/1976,11.69535
10/11/1976,11.14661
11/11/1976,10.65962
12/11/1976,10.44683
13/11/1976,10.8873
14/11/1976,10.21396
15/11/1976,10.06173
16/11/1976,10.37238
17/11/1976,10.85957
18/11/1976,10.77128
19/11/1976,10.43105
20/11/1976,10.32481
21/11/1976,10.19787
22/11/1976,10.23897
23/11/1976,10.09157
24/11/1976,10.41096
25/11/1976,11.19368
26/11/1976,10.8998
27/11/1976,9.85733
28/11/1976,9.39514
29/11/1976,9.08204
30/11/1976,8.52907
1/12/1976,8.50447
2/12/1976,8.33121
3/12/1976,8.29948
4/12/1976,8.14188
5/12/1976,8.32162
6/12/1976,8.21016
7/12/1976,8.11591
8/12/1976,8.09039
9/12/1976,7.4914
10/12/1976,6.86971
11/12/1976,6.76414
12/12/1976,6.78941
13/12/1976,7.37298
14/12/1976,7.4224
15/12/1976,7.58668
16/12/1976,7.93532
17/12/1976,7.7117
18/12/1976,7.84688
19/12/1976,7.81328
20/12/1976,7.42368
21/12/1976,6.89929
22/12/1976,6.43116
23/12/1976,5.83804
24/12/1976,5.96292
25/12/1976,6.39305
26/12/1976,6.39766
27/12/1976,6.55644
28/12/1976,6.68769
29/12/1976,6.77076
30/12/1976,6.50653
31/12/1976,6.00025
1/01/1977,5.84644
2/01/1977,6.02644
3/01/1977,6.40685
4/01/1977,6.02508
5/01/1977,5.80542
6/01/1977,5.4405
7/01/1977,5.16523
8/01/1977,4.85818
9/01/1977,4.67046
10/01/1977,4.83373
11/01/1977,5.01732
12/01/1977,5.01698
13/01/1977,5.02335
14/01/1977,4.88357
15/01/1977,5.11446
16/01/1977,5.73408
17/01/1977,5.84615
18/01/1977,5.72703
19/01/1977,5.52858
20/01/1977,5.53595
21/01/1977,5.42887
22/01/1977,5.27997
23/01/1977,5.25516
24/01/1977,5.47034
25/01/1977,5.54061
26/01/1977,5.40523
27/01/1977,5.4905
28/01/1977,5.3724
29/01/1977,5.24115
30/01/1977,4.97489
31/01/1977,5.05783
1/02/1977,5.12489
2/02/1977,5.18102
3/02/1977,5.2175
4/02/1977,5.12869
5/02/1977,4.89522
6/02/1977,4.84351
7/02/1977,4.68906
8/02/1977,4.7472
9/02/1977,4.663
10/02/1977,4.81281
11/02/1977,4.76711
12/02/1977,4.78882
13/02/1977,4.84176
14/02/1977,5.01118
15/02/1977,5.05555
16/02/1977,4.94277
17/02/1977,4.75393
18/02/1977,4.68392
19/02/1977,4.63977
20/02/1977,4.67688
21/02/1977,11.639
22/02/1977,6.11981
23/02/1977,5.72909
24/02/1977,5.54314
25/02/1977,5.54865
26/02/1977,5.66977
27/02/1977,5.84244
28/02/1977,5.866
1/03/1977,5.73976
2/03/1977,5.5674
3/03/1977,5.72875
4/03/1977,5.27531
5/03/1977,5.54699
6/03/1977,5.38458
7/03/1977,5.20881
8/03/1977,5.41919
9/03/1977,5.73314
10/03/1977,5.77465
